source,target,value
CVE-2015-0372,oracle,5.0
CVE-2015-5074,x2engine,7.5
CVE-2015-5869,apple,3.3
CVE-2015-0379,oracle,4.3
CVE-2015-0378,sun,2.1
CVE-2015-4550,cisco,4.3
CVE-2015-5909,apple,5.0
CVE-2015-3108,adobe,5.0
CVE-2015-3108,linux,5.0
CVE-2015-3108,google,5.0
CVE-2015-3108,apple,5.0
CVE-2015-3108,microsoft,5.0
CVE-2015-1735,microsoft,9.3
CVE-2015-4552,mybb,4.3
CVE-2015-0015,microsoft,7.8
CVE-2015-5536,belkin,9.0
CVE-2015-3718,apple,6.8
CVE-2015-3719,apple,6.8
CVE-2015-1732,microsoft,9.3
CVE-2015-3713,apple,6.8
CVE-2015-3710,apple,4.3
CVE-2015-3711,apple,4.3
CVE-2015-3716,apple,4.4
CVE-2015-3717,sqlite,7.5
CVE-2015-3717,apple,7.5
CVE-2015-3714,apple,5.0
CVE-2015-3715,apple,6.8
CVE-2015-1978,ibm,4.3
CVE-2015-1979,ibm,3.5
CVE-2015-2616,oracle,4.9
CVE-2015-2617,oracle,6.5
CVE-2015-2617,canonical,6.5
CVE-2015-2610,oracle,4.3
CVE-2015-2611,canonical,4.0
CVE-2015-2611,oracle,4.0
CVE-2015-2612,oracle,4.3
CVE-2015-2613,oracle,5.0
CVE-2015-1970,ibm,2.1
CVE-2015-1972,ibm,4.3
CVE-2015-1974,ibm,6.5
CVE-2015-2619,oracle,5.0
CVE-2015-0283,redhat,7.8
CVE-2015-0282,gnu,5.0
CVE-2015-0285,openssl,4.3
CVE-2015-0287,openssl,5.0
CVE-2015-0286,openssl,5.0
CVE-2015-0289,openssl,5.0
CVE-2015-0288,openssl,5.0
CVE-2015-5166,xen,7.2
CVE-2015-5165,xen,5.0
CVE-2015-5431,hp,6.5
CVE-2015-0996,schneiderelectric,2.1
CVE-2015-0019,microsoft,9.3
CVE-2015-4273,cisco,5.0
CVE-2015-1467,fork-cms,7.5
CVE-2015-2531,microsoft,4.3
CVE-2015-2530,microsoft,9.3
CVE-2015-2532,microsoft,4.3
CVE-2015-2535,microsoft,4.0
CVE-2015-2534,microsoft,1.9
CVE-2015-2536,microsoft,4.3
CVE-2015-3007,juniper,7.2
CVE-2015-3004,juniper,4.3
CVE-2015-3005,juniper,4.3
CVE-2015-3002,juniper,6.9
CVE-2015-3003,juniper,7.2
CVE-2015-0759,cisco,6.8
CVE-2015-0758,cisco,4.0
CVE-2015-0757,cisco,5.0
CVE-2015-0756,cisco,6.1
CVE-2015-0755,cisco,6.8
CVE-2015-0754,cisco,7.5
CVE-2015-0753,cisco,6.8
CVE-2015-0752,cisco,4.3
CVE-2015-0751,cisco,7.8
CVE-2015-0750,cisco,6.5
CVE-2015-0599,cisco,4.3
CVE-2015-0598,cisco,6.8
CVE-2015-0595,cisco,5.0
CVE-2015-0594,cisco,4.3
CVE-2015-0597,cisco,5.0
CVE-2015-0596,cisco,6.8
CVE-2015-0591,cisco,5.0
CVE-2015-0590,cisco,5.0
CVE-2015-0593,cisco,7.1
CVE-2015-0592,cisco,7.8
CVE-2015-5459,zohocorp,6.5
CVE-2015-6535,youtubeembedproject,3.5
CVE-2015-2285,ubuntu,7.2
CVE-2015-2284,solarwinds,0.0
CVE-2015-2282,sap,7.5
CVE-2015-2281,fortinet,7.5
CVE-2015-6282,cisco,7.8
CVE-2015-6280,cisco,9.3
CVE-2015-6287,cisco,5.0
CVE-2015-6286,cisco,5.7
CVE-2015-2289,s9y,3.5
CVE-2015-6284,cisco,7.8
CVE-2015-2445,microsoft,4.3
CVE-2015-2444,microsoft,9.3
CVE-2015-2447,microsoft,9.3
CVE-2015-2446,microsoft,9.3
CVE-2015-2441,microsoft,9.3
CVE-2015-2440,microsoft,4.3
CVE-2015-2443,microsoft,9.3
CVE-2015-2442,microsoft,9.3
CVE-2015-6808,levelteninteractive,3.5
CVE-2015-4658,milw0rmproject,7.5
CVE-2015-2449,microsoft,4.3
CVE-2015-2448,microsoft,9.3
CVE-2015-3132,adobe,0.0
CVE-2015-3132,linux,0.0
CVE-2015-3132,microsoft,0.0
CVE-2015-3132,apple,0.0
CVE-2015-1621,webformprepopulateblockproject,3.5
CVE-2015-1622,microsoft,9.3
CVE-2015-1623,microsoft,9.3
CVE-2015-1624,microsoft,9.3
CVE-2015-1625,microsoft,9.3
CVE-2015-1626,microsoft,9.3
CVE-2015-1627,microsoft,4.3
CVE-2015-1628,microsoft,4.3
CVE-2015-1629,microsoft,4.3
CVE-2015-0621,cisco,7.8
CVE-2015-0620,cisco,4.0
CVE-2015-0626,cisco,4.3
CVE-2015-0624,cisco,4.3
CVE-2015-0973,libpng,7.5
CVE-2015-0972,pearson,5.0
CVE-2015-0971,debian,5.0
CVE-2015-0971,openinfosecfoundation,5.0
CVE-2015-0970,searchblox,6.8
CVE-2015-0977,networkvision,0.0
CVE-2015-0976,inductiveautomation,4.3
CVE-2015-5811,apple,6.8
CVE-2015-1152,apple,6.8
CVE-2015-1153,apple,6.8
CVE-2015-0979,scadaengine,9.0
CVE-2015-0978,elipse,6.9
CVE-2015-1156,apple,4.3
CVE-2015-1157,apple,7.8
CVE-2015-1154,apple,6.8
CVE-2015-1155,apple,4.3
CVE-2015-1398,magento,6.5
CVE-2015-1399,magento,6.5
CVE-2015-6753,quickeditproject,3.5
CVE-2015-6752,searchapiautocompleteproject,2.1
CVE-2015-6754,pathbreadcrumbsproject,2.1
CVE-2015-1392,arubanetworks,6.5
CVE-2015-1393,web-dorado,6.5
CVE-2015-1397,magento,6.5
CVE-2015-2171,slimframework,7.5
CVE-2015-2191,wireshark,5.0
CVE-2015-2191,novell,5.0
CVE-2015-2190,wireshark,5.0
CVE-2015-2190,novell,5.0
CVE-2015-2197,entityapiproject,3.5
CVE-2015-2196,web-dorado,7.5
CVE-2015-2195,wpmediacleanerproject,4.3
CVE-2015-2170,canonical,5.0
CVE-2015-2170,clamav,5.0
CVE-2015-2199,wonderplugin,6.5
CVE-2015-2198,beehiveforum,4.3
CVE-2015-5899,apple,7.2
CVE-2015-5898,apple,2.1
CVE-2015-2172,dokuwiki,6.5
CVE-2015-1718,microsoft,9.3
CVE-2015-1719,microsoft,2.1
CVE-2015-3228,artifex,6.8
CVE-2015-1714,microsoft,9.3
CVE-2015-1715,microsoft,9.3
CVE-2015-1716,microsoft,5.0
CVE-2015-1717,microsoft,9.3
CVE-2015-1710,microsoft,9.3
CVE-2015-1711,microsoft,9.3
CVE-2015-1712,microsoft,9.3
CVE-2015-1713,microsoft,6.8
CVE-2015-4700,linux,4.9
CVE-2015-5879,apple,5.0
CVE-2015-5874,apple,7.5
CVE-2015-5876,apple,9.3
CVE-2015-1574,google,5.0
CVE-2015-1575,yuba,4.3
CVE-2015-1576,yuba,7.5
CVE-2015-1577,yuba,6.4
CVE-2015-1570,fortinet,4.3
CVE-2015-1571,fortinet,4.3
CVE-2015-1572,e2fsprogsproject,4.6
CVE-2015-1572,debian,4.6
CVE-2015-1572,canonical,4.6
CVE-2015-5098,adobe,0.0
CVE-2015-5097,adobe,0.0
CVE-2015-5096,adobe,0.0
CVE-2015-5095,adobe,0.0
CVE-2015-5094,adobe,0.0
CVE-2015-1578,yuba,5.8
CVE-2015-1579,elegantthemes,5.0
CVE-2015-5091,adobe,7.8
CVE-2015-5090,adobe,7.5
CVE-2015-1084,apple,5.0
CVE-2015-1085,apple,1.9
CVE-2015-1086,apple,6.9
CVE-2015-1087,apple,2.1
CVE-2015-1080,apple,6.8
CVE-2015-1081,apple,6.8
CVE-2015-1082,apple,6.8
CVE-2015-1083,apple,6.8
CVE-2015-2067,magmi,5.0
CVE-2015-2066,dlguard,7.5
CVE-2015-2065,apptha,7.5
CVE-2015-2064,dlguard,4.3
CVE-2015-1088,apple,6.8
CVE-2015-1089,apple,5.0
CVE-2015-2061,ptc,7.5
CVE-2015-2273,moodle,3.5
CVE-2015-2269,moodle,3.5
CVE-2015-2268,moodle,6.8
CVE-2015-5508,theextensiblecatalogdrupaltoolkitproject,5.1
CVE-2015-2265,canonical,7.5
CVE-2015-2265,linuxfoundation,7.5
CVE-2015-2264,telerik,6.9
CVE-2015-2267,moodle,4.0
CVE-2015-2266,moodle,4.0
CVE-2015-5577,adobe,0.0
CVE-2015-5577,google,0.0
CVE-2015-5577,microsoft,0.0
CVE-2015-5577,apple,0.0
CVE-2015-5577,linux,0.0
CVE-2015-4160,sap,7.5
CVE-2015-3958,hospira,7.8
CVE-2015-2803,akronymmanagerproject,6.0
CVE-2015-4161,sap,7.5
CVE-2015-4674,timedoctor,9.3
CVE-2015-3955,hospira,0.0
CVE-2015-4676,aftab,6.5
CVE-2015-3957,hospira,4.6
CVE-2015-3950,xzeres,6.8
CVE-2015-3951,rle,5.0
CVE-2015-6830,phpmyadmin,5.0
CVE-2015-5279,qemu,7.2
CVE-2015-2241,djangoproject,4.3
CVE-2015-5452,watchguard,7.5
CVE-2015-6270,cisco,7.8
CVE-2015-5274,redhat,6.5
CVE-2015-6251,gnu,5.0
CVE-2015-6251,debian,5.0
CVE-2015-3790,apple,6.8
CVE-2015-3791,apple,6.8
CVE-2015-6254,picketlink,6.0
CVE-2015-6255,cisco,4.3
CVE-2015-4458,cisco,4.3
CVE-2015-6256,cisco,5.0
CVE-2015-4450,adobe,5.0
CVE-2015-4451,adobe,0.0
CVE-2015-4452,adobe,0.0
CVE-2015-4453,open-emr,5.0
CVE-2015-4454,cacti,7.5
CVE-2015-5124,adobe,0.0
CVE-2015-5124,microsoft,0.0
CVE-2015-5124,apple,0.0
CVE-2015-5124,linux,0.0
CVE-2015-7381,refbase,7.5
CVE-2015-6276,cisco,5.0
CVE-2015-3798,apple,7.5
CVE-2015-0113,ibm,5.0
CVE-2015-0112,ibm,4.0
CVE-2015-0115,ibm,6.0
CVE-2015-5474,utorrent,9.3
CVE-2015-5474,bittorrent,9.3
CVE-2015-0117,ibm,0.0
CVE-2015-0116,ibm,3.5
CVE-2015-0119,ibm,7.5
CVE-2015-0118,ibm,4.3
CVE-2015-6928,cubecart,6.8
CVE-2015-6277,cisco,6.1
CVE-2015-2849,antlabs,7.5
CVE-2015-2848,honeywell,6.8
CVE-2015-2841,citrix,5.0
CVE-2015-2840,citrix,4.3
CVE-2015-2843,goautodial,7.5
CVE-2015-2842,goautodial,0.0
CVE-2015-2845,goautodial,0.0
CVE-2015-2844,goautodial,0.0
CVE-2015-2847,honeywell,5.0
CVE-2015-2846,bittorrent,9.3
CVE-2015-3824,google,0.0
CVE-2015-4297,cisco,5.8
CVE-2015-3826,google,5.0
CVE-2015-3827,google,9.3
CVE-2015-4292,cisco,4.3
CVE-2015-4293,cisco,5.0
CVE-2015-4290,cisco,4.9
CVE-2015-4290,apple,4.9
CVE-2015-4291,cisco,7.8
CVE-2015-3828,google,0.0
CVE-2015-3829,google,0.0
CVE-2015-4298,cisco,6.5
CVE-2015-4299,cisco,5.5
CVE-2015-0029,microsoft,9.3
CVE-2015-0028,microsoft,9.3
CVE-2015-4053,ceph,2.1
CVE-2015-0025,microsoft,9.3
CVE-2015-5504,novalnet,7.5
CVE-2015-0027,microsoft,9.3
CVE-2015-0026,microsoft,9.3
CVE-2015-0021,microsoft,9.3
CVE-2015-0020,microsoft,9.3
CVE-2015-0023,microsoft,9.3
CVE-2015-0022,microsoft,9.3
CVE-2015-0560,wireshark,5.0
CVE-2015-0560,novell,5.0
CVE-2015-0561,novell,5.0
CVE-2015-0561,wireshark,5.0
CVE-2015-0562,wireshark,5.0
CVE-2015-0563,wireshark,5.0
CVE-2015-0564,wireshark,5.0
CVE-2015-5352,openbsd,4.3
CVE-2015-0366,oracle,5.0
CVE-2015-0367,oracle,5.0
CVE-2015-0364,oracle,3.5
CVE-2015-0365,oracle,4.3
CVE-2015-0362,oracle,5.0
CVE-2015-0363,oracle,4.0
CVE-2015-0360,adobe,0.0
CVE-2015-0360,apple,0.0
CVE-2015-0360,microsoft,0.0
CVE-2015-0360,linux,0.0
CVE-2015-0361,xen,7.8
CVE-2015-2993,sysaid,7.5
CVE-2015-3293,fortinet,4.0
CVE-2015-2991,nscripterproject,6.8
CVE-2015-2990,neojapan,4.0
CVE-2015-2997,sysaid,5.0
CVE-2015-2996,sysaid,8.5
CVE-2015-0368,oracle,5.0
CVE-2015-0369,oracle,4.3
CVE-2015-5088,adobe,5.0
CVE-2015-2063,winace,4.3
CVE-2015-3292,netapp,0.0
CVE-2015-3727,apple,6.8
CVE-2015-3726,apple,4.6
CVE-2015-3725,apple,4.3
CVE-2015-3724,apple,6.8
CVE-2015-3723,apple,6.8
CVE-2015-3722,apple,4.3
CVE-2015-3721,apple,4.3
CVE-2015-3720,apple,4.3
CVE-2015-5089,adobe,5.0
CVE-2015-3729,apple,4.3
CVE-2015-3728,apple,4.8
CVE-2015-2661,canonical,2.1
CVE-2015-2661,oracle,2.1
CVE-2015-1984,ibm,4.0
CVE-2015-1987,ibm,7.8
CVE-2015-1986,ibm,0.0
CVE-2015-1981,ibm,2.1
CVE-2015-1980,ibm,3.5
CVE-2015-1982,ibm,4.0
CVE-2015-4267,cisco,6.8
CVE-2015-2668,clamav,5.0
CVE-2015-2668,canonical,5.0
CVE-2015-0292,openssl,7.5
CVE-2015-0293,openssl,5.0
CVE-2015-0290,openssl,5.0
CVE-2015-0291,openssl,5.0
CVE-2015-0297,redhat,9.0
CVE-2015-0295,novell,5.0
CVE-2015-0295,digia,5.0
CVE-2015-0298,redhat,4.3
CVE-2015-0299,opensourcepointofsaleproject,4.0
CVE-2015-4266,cisco,4.3
CVE-2015-2332,mybb,4.3
CVE-2015-6300,cisco,4.0
CVE-2015-7231,drupalcommerce,5.0
CVE-2015-7230,workbenchemailproject,3.5
CVE-2015-2528,microsoft,7.2
CVE-2015-2529,microsoft,2.1
CVE-2015-7235,cpreservationcalenderproject,7.5
CVE-2015-7234,structureddynamics,4.0
CVE-2015-7237,mcafee,5.0
CVE-2015-7236,debian,5.0
CVE-2015-7236,canonical,5.0
CVE-2015-7236,rpcbindproject,5.0
CVE-2015-2522,microsoft,3.5
CVE-2015-2523,microsoft,9.3
CVE-2015-2520,microsoft,9.3
CVE-2015-2521,microsoft,9.3
CVE-2015-2526,microsoft,5.0
CVE-2015-2527,microsoft,7.2
CVE-2015-2524,microsoft,7.2
CVE-2015-2525,microsoft,7.2
CVE-2015-2658,oracle,5.0
CVE-2015-3030,mcafee,4.0
CVE-2015-3036,kcodes,0.0
CVE-2015-3035,tp-link,7.8
CVE-2015-2659,oracle,5.0
CVE-2015-0740,cisco,6.8
CVE-2015-0741,cisco,6.8
CVE-2015-0742,cisco,5.0
CVE-2015-0743,cisco,5.0
CVE-2015-0744,cisco,7.8
CVE-2015-0745,cisco,5.0
CVE-2015-0746,cisco,5.0
CVE-2015-0747,cisco,4.3
CVE-2015-5357,juniper,5.0
CVE-2015-6943,s9y,6.0
CVE-2015-0588,cisco,6.8
CVE-2015-0589,cisco,9.0
CVE-2015-0586,cisco,7.8
CVE-2015-0584,cisco,7.2
CVE-2015-0582,cisco,5.0
CVE-2015-0583,cisco,5.0
CVE-2015-0580,cisco,6.5
CVE-2015-0581,cisco,7.5
CVE-2015-2725,mozilla,0.0
CVE-2015-2725,novell,0.0
CVE-2015-6306,cisco,7.2
CVE-2015-6306,apple,7.2
CVE-2015-6306,linux,7.2
CVE-2015-6294,cisco,6.1
CVE-2015-6295,cisco,4.8
CVE-2015-2292,yoast,6.5
CVE-2015-2293,yoast,6.8
CVE-2015-2294,pfsense,4.3
CVE-2015-2295,pfsense,6.8
CVE-2015-2296,python-requests,6.8
CVE-2015-2296,canonical,6.8
CVE-2015-6299,cisco,6.5
CVE-2015-6528,coppermine-gallery,4.3
CVE-2015-6529,phpipam,4.3
CVE-2015-2456,microsoft,9.3
CVE-2015-3121,adobe,0.0
CVE-2015-3121,linux,0.0
CVE-2015-3121,microsoft,0.0
CVE-2015-3121,apple,0.0
CVE-2015-2454,microsoft,2.1
CVE-2015-2455,microsoft,9.3
CVE-2015-2452,microsoft,9.3
CVE-2015-2453,microsoft,4.7
CVE-2015-2450,microsoft,9.3
CVE-2015-2451,microsoft,9.3
CVE-2015-3107,adobe,0.0
CVE-2015-3107,apple,0.0
CVE-2015-3107,microsoft,0.0
CVE-2015-3107,linux,0.0
CVE-2015-3107,google,0.0
CVE-2015-3106,adobe,0.0
CVE-2015-3106,apple,0.0
CVE-2015-3106,microsoft,0.0
CVE-2015-3106,linux,0.0
CVE-2015-3106,google,0.0
CVE-2015-3105,adobe,0.0
CVE-2015-3105,linux,0.0
CVE-2015-3105,microsoft,0.0
CVE-2015-3105,apple,0.0
CVE-2015-3105,google,0.0
CVE-2015-3104,adobe,0.0
CVE-2015-3104,google,0.0
CVE-2015-3104,apple,0.0
CVE-2015-3104,microsoft,0.0
CVE-2015-3104,linux,0.0
CVE-2015-3103,adobe,0.0
CVE-2015-3103,microsoft,0.0
CVE-2015-3103,apple,0.0
CVE-2015-3103,google,0.0
CVE-2015-3103,linux,0.0
CVE-2015-3102,adobe,5.0
CVE-2015-3102,google,5.0
CVE-2015-3102,apple,5.0
CVE-2015-3102,microsoft,5.0
CVE-2015-3102,linux,5.0
CVE-2015-2458,microsoft,9.3
CVE-2015-2459,microsoft,9.3
CVE-2015-0634,cisco,4.3
CVE-2015-0635,cisco,9.0
CVE-2015-0636,cisco,7.8
CVE-2015-0637,cisco,7.8
CVE-2015-0631,cisco,7.1
CVE-2015-0632,cisco,5.7
CVE-2015-0633,cisco,6.8
CVE-2015-3125,adobe,5.0
CVE-2015-3125,linux,5.0
CVE-2015-3125,microsoft,5.0
CVE-2015-3125,apple,5.0
CVE-2015-4648,panasonic,7.5
CVE-2015-2657,oracle,4.0
CVE-2015-0638,cisco,7.1
CVE-2015-0639,cisco,7.8
CVE-2015-3124,adobe,0.0
CVE-2015-3124,microsoft,0.0
CVE-2015-3124,apple,0.0
CVE-2015-3124,linux,0.0
CVE-2015-1165,bestpractical,5.0
CVE-2015-1165,debian,5.0
CVE-2015-1165,fedoraproject,5.0
CVE-2015-1164,serve-staticproject,4.3
CVE-2015-1631,microsoft,5.0
CVE-2015-3799,apple,9.3
CVE-2015-0619,cisco,5.0
CVE-2015-1169,apereo,7.5
CVE-2015-1365,pixabayimagesproject,5.0
CVE-2015-1364,freereprintables,7.5
CVE-2015-1367,catbotproject,7.5
CVE-2015-1366,pixabayimagesproject,4.3
CVE-2015-1361,google,6.8
CVE-2015-1360,google,7.5
CVE-2015-1363,freereprintables,4.3
CVE-2015-1362,twopilots,7.5
CVE-2015-2184,ajsquare,5.0
CVE-2015-2187,novell,5.0
CVE-2015-2187,wireshark,5.0
CVE-2015-1369,sequelizeproject,7.5
CVE-2015-1368,ansible,4.3
CVE-2015-2182,ajsquare,4.3
CVE-2015-2183,zeuscart,7.5
CVE-2015-5880,apple,4.3
CVE-2015-5882,apple,7.2
CVE-2015-5550,adobe,0.0
CVE-2015-5550,linux,0.0
CVE-2015-5550,microsoft,0.0
CVE-2015-5550,apple,0.0
CVE-2015-5584,adobe,0.0
CVE-2015-5584,microsoft,0.0
CVE-2015-5584,apple,0.0
CVE-2015-5584,linux,0.0
CVE-2015-5584,google,0.0
CVE-2015-5587,adobe,0.0
CVE-2015-5587,linux,0.0
CVE-2015-5587,google,0.0
CVE-2015-5587,apple,0.0
CVE-2015-5587,microsoft,0.0
CVE-2015-1769,microsoft,7.2
CVE-2015-1768,microsoft,7.2
CVE-2015-3219,openstack,4.3
CVE-2015-0610,cisco,4.3
CVE-2015-1761,microsoft,6.5
CVE-2015-1760,microsoft,9.3
CVE-2015-1763,microsoft,8.5
CVE-2015-0611,cisco,6.5
CVE-2015-1765,microsoft,4.3
CVE-2015-1764,microsoft,4.3
CVE-2015-1767,microsoft,9.3
CVE-2015-1766,microsoft,9.3
CVE-2015-5130,adobe,0.0
CVE-2015-5130,microsoft,0.0
CVE-2015-5130,apple,0.0
CVE-2015-5130,linux,0.0
CVE-2015-5551,adobe,0.0
CVE-2015-5551,linux,0.0
CVE-2015-5551,microsoft,0.0
CVE-2015-5551,apple,0.0
CVE-2015-5868,apple,7.2
CVE-2015-5131,adobe,0.0
CVE-2015-5131,microsoft,0.0
CVE-2015-5131,apple,0.0
CVE-2015-5131,linux,0.0
CVE-2015-5867,apple,9.3
CVE-2015-5582,adobe,0.0
CVE-2015-5582,microsoft,0.0
CVE-2015-5582,apple,0.0
CVE-2015-5582,google,0.0
CVE-2015-5582,linux,0.0
CVE-2015-5862,apple,4.3
CVE-2015-5863,apple,2.1
CVE-2015-5860,apple,5.0
CVE-2015-5861,apple,2.1
CVE-2015-1501,solarwinds,6.8
CVE-2015-1500,solarwinds,6.8
CVE-2015-5080,citrix,9.0
CVE-2015-5134,adobe,0.0
CVE-2015-5134,microsoft,0.0
CVE-2015-5134,apple,0.0
CVE-2015-5134,linux,0.0
CVE-2015-5082,endianfirewall,0.0
CVE-2015-5084,siemens,2.1
CVE-2015-5085,adobe,0.0
CVE-2015-5086,adobe,0.0
CVE-2015-5087,adobe,0.0
CVE-2015-2078,komodia,5.0
CVE-2015-5556,adobe,0.0
CVE-2015-5556,microsoft,0.0
CVE-2015-5556,apple,0.0
CVE-2015-5556,linux,0.0
CVE-2015-2070,etouch,7.5
CVE-2015-2071,etouch,4.0
CVE-2015-2072,sap,4.3
CVE-2015-2075,sap,5.0
CVE-2015-2076,sap,5.0
CVE-2015-2077,komodia,5.0
CVE-2015-0968,searchblox,7.5
CVE-2015-0969,searchblox,5.0
CVE-2015-2278,sap,5.0
CVE-2015-0967,searchblox,4.3
CVE-2015-2272,moodle,4.0
CVE-2015-0961,barracuda,4.3
CVE-2015-0962,barracuda,4.3
CVE-2015-2271,moodle,4.0
CVE-2015-4609,wtdirectoryproject,6.5
CVE-2015-4608,beuserlogproject,3.5
CVE-2015-1142,apple,2.1
CVE-2015-3921,coppermine-gallery,3.5
CVE-2015-3923,coppermine-gallery,5.0
CVE-2015-3922,coppermine-gallery,5.8
CVE-2015-5460,snorby,4.3
CVE-2015-4607,frontenduseruploadproject,7.5
CVE-2015-4606,jobfairproject,7.5
CVE-2015-1219,google,7.5
CVE-2015-1218,google,7.5
CVE-2015-1215,google,7.5
CVE-2015-1214,google,7.5
CVE-2015-1217,google,7.5
CVE-2015-1216,google,7.5
CVE-2015-1211,google,7.5
CVE-2015-1211,linux,7.5
CVE-2015-1211,microsoft,7.5
CVE-2015-1211,apple,7.5
CVE-2015-1210,google,5.0
CVE-2015-1210,linux,5.0
CVE-2015-1210,microsoft,5.0
CVE-2015-1210,apple,5.0
CVE-2015-1213,google,7.5
CVE-2015-1212,google,7.5
CVE-2015-1212,linux,7.5
CVE-2015-1212,microsoft,7.5
CVE-2015-1212,apple,7.5
CVE-2015-1188,swisscom,0.0
CVE-2015-5465,sis,7.2
CVE-2015-1180,eventsentry,4.3
CVE-2015-1182,novell,7.5
CVE-2015-1182,polarssl,7.5
CVE-2015-6908,openldap,5.0
CVE-2015-1848,fedora,6.8
CVE-2015-3395,ffmpeg,6.8
CVE-2015-3395,libav,6.8
CVE-2015-4356,webformproject,3.5
CVE-2015-3683,apple,9.3
CVE-2015-4938,ibm,5.0
CVE-2015-5535,qtranslateproject,4.3
CVE-2015-3789,apple,6.8
CVE-2015-4932,ibm,0.0
CVE-2015-4931,ibm,0.0
CVE-2015-4936,ibm,5.0
CVE-2015-4935,ibm,0.0
CVE-2015-4934,ibm,0.0
CVE-2015-4111,blackberry,6.8
CVE-2015-4355,watchdogaggregatorproject,6.8
CVE-2015-4119,ispconfig,6.8
CVE-2015-4118,ispconfig,6.5
CVE-2015-0103,ibm,3.5
CVE-2015-0100,microsoft,9.3
CVE-2015-5461,stageshowproject,6.4
CVE-2015-0106,ibm,4.3
CVE-2015-6262,cisco,6.8
CVE-2015-5464,gemalto,1.3
CVE-2015-0105,ibm,4.3
CVE-2015-6728,mediawiki,7.5
CVE-2015-0108,ibm,4.3
CVE-2015-0109,ibm,3.5
CVE-2015-6729,mediawiki,4.3
CVE-2015-4590,arduinojsonproject,5.0
CVE-2015-4628,limesurvey,6.5
CVE-2015-2858,datalex,7.5
CVE-2015-2859,mcafee,5.8
CVE-2015-2852,bluecoat,4.3
CVE-2015-2853,bluecoat,6.8
CVE-2015-2850,antlabs,4.3
CVE-2015-2851,synology,6.8
CVE-2015-2851,apple,6.8
CVE-2015-2854,bluecoat,4.3
CVE-2015-2855,bluecoat,4.3
CVE-2015-5558,adobe,0.0
CVE-2015-5558,linux,0.0
CVE-2015-5558,microsoft,0.0
CVE-2015-5558,apple,0.0
CVE-2015-3858,google,9.3
CVE-2015-4021,php,5.0
CVE-2015-4020,rubygems,4.3
CVE-2015-4022,php,7.5
CVE-2015-4025,php,7.5
CVE-2015-4024,php,5.0
CVE-2015-0038,microsoft,9.3
CVE-2015-0039,microsoft,9.3
CVE-2015-0036,microsoft,9.3
CVE-2015-0037,microsoft,9.3
CVE-2015-5514,migrateproject,2.6
CVE-2015-0035,microsoft,9.3
CVE-2015-0032,microsoft,9.3
CVE-2015-5513,niif,2.1
CVE-2015-0030,microsoft,9.3
CVE-2015-0031,microsoft,9.3
CVE-2015-4029,pfsense,4.3
CVE-2015-5559,adobe,0.0
CVE-2015-5559,linux,0.0
CVE-2015-5559,microsoft,0.0
CVE-2015-5559,apple,0.0
CVE-2015-0353,adobe,0.0
CVE-2015-0353,apple,0.0
CVE-2015-0353,microsoft,0.0
CVE-2015-0353,linux,0.0
CVE-2015-0352,adobe,0.0
CVE-2015-0352,apple,0.0
CVE-2015-0352,microsoft,0.0
CVE-2015-0352,linux,0.0
CVE-2015-0351,adobe,0.0
CVE-2015-0351,apple,0.0
CVE-2015-0351,microsoft,0.0
CVE-2015-0351,linux,0.0
CVE-2015-0350,adobe,0.0
CVE-2015-0350,apple,0.0
CVE-2015-0350,microsoft,0.0
CVE-2015-0350,linux,0.0
CVE-2015-0357,adobe,5.0
CVE-2015-0357,linux,5.0
CVE-2015-0357,apple,5.0
CVE-2015-0357,microsoft,5.0
CVE-2015-0356,adobe,0.0
CVE-2015-0356,linux,0.0
CVE-2015-0356,apple,0.0
CVE-2015-0356,microsoft,0.0
CVE-2015-0355,adobe,0.0
CVE-2015-0355,linux,0.0
CVE-2015-0355,apple,0.0
CVE-2015-0355,microsoft,0.0
CVE-2015-0354,adobe,0.0
CVE-2015-0354,apple,0.0
CVE-2015-0354,microsoft,0.0
CVE-2015-0354,linux,0.0
CVE-2015-3455,squid-cache,2.6
CVE-2015-0359,adobe,0.0
CVE-2015-0359,apple,0.0
CVE-2015-0359,microsoft,0.0
CVE-2015-0359,linux,0.0
CVE-2015-0358,adobe,0.0
CVE-2015-0358,apple,0.0
CVE-2015-0358,microsoft,0.0
CVE-2015-0358,linux,0.0
CVE-2015-3451,canonical,5.0
CVE-2015-3451,debian,5.0
CVE-2015-3451,xml-libxmlproject,5.0
CVE-2015-2989,lemon-sphp,4.3
CVE-2015-1402,contentratingproject,4.3
CVE-2015-3763,apple,4.3
CVE-2015-3689,apple,6.8
CVE-2015-5531,elasticsearch,5.0
CVE-2015-1403,contentratingproject,7.5
CVE-2015-3731,apple,6.8
CVE-2015-3732,apple,6.8
CVE-2015-3733,apple,6.8
CVE-2015-3734,apple,6.8
CVE-2015-3735,apple,6.8
CVE-2015-3736,apple,6.8
CVE-2015-3234,drupal,4.3
CVE-2015-3234,debian,4.3
CVE-2015-3738,apple,6.8
CVE-2015-3739,apple,6.8
CVE-2015-3766,apple,4.3
CVE-2015-1992,ibm,7.2
CVE-2015-2677,ocportal,3.5
CVE-2015-4349,spidercontactsproject,5.8
CVE-2015-2678,genixcms,4.3
CVE-2015-2679,genixcms,7.5
CVE-2015-1404,contentratingextbaseproject,4.3
